age,Education,Income,Marital_Status,Occupation,Children,Region,Gender
33,Bachelor's Degree,Medium,Married,Manager,0,East,Male
52,Bachelor's Degree,Medium,Single,Manager,0,West,Male
64,Master's Degree,Low,Married,Senior Manager,0,North,Female
48,Bachelor's Degree,High,Married,Associate,1,Central,Female
21,High School,Medium,Single,Student,0,North,Female
54,Bachelor's Degree,Medium,Single,Manager,0,East,Male
34,Bachelor's Degree,Low,Married,Associate,0,North,Male
56,Master's Degree,Low,Married,Senior Manager,1,South,Female
65,Bachelor's Degree,Medium,Married,Manager,1,East,Male
63,Bachelor's Degree,Medium,Married,Manager,0,South,Male
43,Master's Degree,High,Divorced,Senior Manager,0,East,Female
65,Bachelor's Degree,High,Single,Associate,0,North,Female
56,Bachelor's Degree,Medium,Divorced,Manager,0,Central,Male
58,Bachelor's Degree,High,Divorced,Associate,3,South,Female
21,High School,Low,Single,Student,0,North,Male
47,Master's Degree,High,Married,Senior Manager,1,South,Female
47,Master's Degree,High,Divorced,Senior Manager,1,East,Male
39,Bachelor's Degree,Medium,Single,Manager,1,East,Female
28,Bachelor's Degree,Low,Married,Associate,0,Central,Female
19,High School,High,Single,Student,0,West,Female
61,Master's Degree,Low,Married,Senior Manager,3,North,Male
29,Bachelor's Degree,Medium,Single,Manager,0,West,Female
47,Bachelor's Degree,High,Married,Associate,3,East,Male
53,Master's Degree,Low,Single,Senior Manager,0,South,Female
35,Bachelor's Degree,High,Married,Associate,3,West,Female
43,Bachelor's Degree,High,Single,Associate,2,Central,Male
24,Some College,High,Single,Entry Level,0,South,Female
18,High School,High,Single,Student,0,North,Male
43,Bachelor's Degree,Low,Married,Associate,3,East,Female
40,Bachelor's Degree,Low,Single,Associate,1,East,Female
43,Master's Degree,Low,Single,Senior Manager,2,South,Male
62,Bachelor's Degree,High,Married,Associate,0,South,Female
23,Some College,Medium,Single,Entry Level,0,South,Female
23,Some College,High,Single,Entry Level,0,North,Female
61,Master's Degree,High,Married,Senior Manager,3,Central,Male
25,Bachelor's Degree,High,Married,Associate,1,North,Female
41,Bachelor's Degree,Medium,Married,Manager,0,West,Female
39,Bachelor's Degree,Low,Married,Associate,3,West,Male
36,Bachelor's Degree,Low,Married,Associate,3,West,Male
54,Bachelor's Degree,Low,Single,Associate,1,East,Male
35,Bachelor's Degree,Low,Married,Associate,1,West,Female
48,Bachelor's Degree,High,Married,Associate,3,Central,Female
54,Bachelor's Degree,High,Single,Associate,1,Central,Female
47,Master's Degree,High,Single,Senior Manager,2,North,Female
59,Master's Degree,Low,Married,Senior Manager,1,East,Female
50,Master's Degree,Low,Married,Senior Manager,0,Central,Male
27,Bachelor's Degree,Medium,Married,Manager,1,East,Female
54,Bachelor's Degree,Medium,Divorced,Manager,3,East,Female
29,Bachelor's Degree,Medium,Single,Manager,0,Central,Female
47,Master's Degree,Low,Divorced,Senior Manager,0,Central,Male
44,Bachelor's Degree,Medium,Single,Manager,1,Central,Male
56,Master's Degree,High,Divorced,Senior Manager,3,Central,Male
26,Bachelor's Degree,Medium,Married,Manager,0,South,Female
38,Bachelor's Degree,High,Married,Associate,3,West,Female
29,Bachelor's Degree,High,Single,Associate,0,South,Male
46,Bachelor's Degree,High,Married,Associate,1,North,Male
50,Bachelor's Degree,High,Married,Associate,2,South,Female
60,Master's Degree,Low,Married,Senior Manager,0,North,Female
32,Bachelor's Degree,High,Married,Associate,0,South,Male
19,High School,Low,Single,Student,0,North,Male
69,Master's Degree,Low,Married,Senior Manager,2,West,Male
56,Bachelor's Degree,Low,Married,Associate,0,West,Male
61,Bachelor's Degree,Low,Divorced,Associate,0,West,Female
35,Bachelor's Degree,High,Single,Associate,0,Central,Female
20,High School,Medium,Single,Student,0,East,Female
24,Some College,Low,Single,Entry Level,0,North,Male
60,Master's Degree,Low,Divorced,Senior Manager,0,North,Male
35,Bachelor's Degree,Low,Married,Associate,0,Central,Male
61,Bachelor's Degree,Low,Married,Associate,3,West,Male
55,Bachelor's Degree,Low,Married,Associate,0,North,Female
54,Master's Degree,Low,Married,Senior Manager,2,West,Female
50,Bachelor's Degree,Medium,Married,Manager,1,West,Male
61,Bachelor's Degree,High,Married,Associate,3,South,Male
48,Master's Degree,Low,Married,Senior Manager,0,West,Male
28,Bachelor's Degree,Low,Single,Associate,0,North,Female
21,High School,High,Single,Student,0,West,Female
35,Bachelor's Degree,Medium,Married,Manager,1,West,Female
21,High School,Low,Single,Student,0,East,Female
66,Master's Degree,Low,Married,Senior Manager,1,West,Female
51,Master's Degree,Low,Married,Senior Manager,2,Central,Female
46,Bachelor's Degree,High,Married,Associate,1,West,Male
41,Bachelor's Degree,High,Married,Associate,2,West,Female
39,Bachelor's Degree,High,Married,Associate,3,East,Female
19,High School,Low,Single,Student,0,Central,Female
61,Master's Degree,Low,Single,Senior Manager,0,Central,Female
23,Some College,High,Single,Entry Level,0,South,Female
59,Bachelor's Degree,Medium,Divorced,Manager,3,West,Male
42,Bachelor's Degree,Low,Married,Associate,1,South,Female
38,Bachelor's Degree,Medium,Single,Manager,0,North,Male
33,Bachelor's Degree,Low,Married,Associate,0,North,Male
48,Bachelor's Degree,High,Single,Associate,3,East,Male
31,Bachelor's Degree,Low,Single,Associate,0,South,Female
56,Bachelor's Degree,High,Divorced,Associate,1,North,Male
45,Bachelor's Degree,High,Single,Associate,0,East,Female
49,Bachelor's Degree,High,Single,Associate,2,North,Female
45,Master's Degree,Low,Married,Senior Manager,3,South,Male
68,Bachelor's Degree,Low,Married,Associate,0,South,Male
66,Bachelor's Degree,High,Married,Associate,1,East,Female
26,Bachelor's Degree,High,Married,Associate,0,South,Male
62,Master's Degree,High,Married,Senior Manager,1,West,Female
39,Bachelor's Degree,Low,Married,Associate,1,South,Female
49,Master's Degree,High,Single,Senior Manager,0,West,Female
22,Some College,Medium,Single,Entry Level,0,Central,Male
40,Bachelor's Degree,High,Divorced,Associate,1,East,Female
22,Some College,Medium,Single,Entry Level,0,East,Male
59,Master's Degree,High,Divorced,Senior Manager,1,North,Male
49,Bachelor's Degree,Medium,Married,Manager,2,Central,Male
27,Bachelor's Degree,Low,Married,Associate,2,North,Female
56,Bachelor's Degree,Low,Divorced,Associate,0,North,Female
32,Bachelor's Degree,High,Single,Associate,0,East,Male
24,Some College,High,Single,Entry Level,0,West,Female
46,Master's Degree,High,Married,Senior Manager,1,North,Male
64,Bachelor's Degree,Medium,Divorced,Manager,0,South,Male
20,High School,High,Single,Student,0,Central,Female
36,Bachelor's Degree,Low,Married,Associate,3,East,Female
27,Bachelor's Degree,Low,Single,Associate,0,East,Male
45,Master's Degree,Low,Married,Senior Manager,2,West,Male
46,Master's Degree,High,Divorced,Senior Manager,0,Central,Female
32,Bachelor's Degree,Low,Single,Associate,0,Central,Female
52,Bachelor's Degree,Low,Married,Associate,1,Central,Male
23,Some College,High,Single,Entry Level,0,East,Male
29,Bachelor's Degree,Low,Married,Associate,0,South,Male
64,Bachelor's Degree,Medium,Single,Manager,2,East,Female
55,Bachelor's Degree,High,Married,Associate,1,East,Male
30,Bachelor's Degree,Medium,Married,Manager,1,East,Female
46,Bachelor's Degree,Medium,Married,Manager,1,South,Male
36,Bachelor's Degree,Medium,Single,Manager,0,East,Female
20,High School,Medium,Single,Student,0,East,Male
25,Bachelor's Degree,Low,Married,Associate,0,Central,Female
25,Bachelor's Degree,Low,Single,Associate,0,Central,Female
37,Bachelor's Degree,High,Married,Associate,3,West,Male
64,Bachelor's Degree,Medium,Married,Manager,0,North,Male
21,High School,High,Single,Student,0,South,Male
68,Bachelor's Degree,High,Married,Associate,2,West,Male
38,Bachelor's Degree,High,Married,Associate,0,East,Female
20,High School,Low,Single,Student,0,East,Female
62,Master's Degree,High,Married,Senior Manager,3,North,Female
25,Bachelor's Degree,Medium,Single,Manager,0,Central,Female
40,Bachelor's Degree,Low,Divorced,Associate,1,South,Female
33,Bachelor's Degree,High,Married,Associate,0,West,Male
30,Bachelor's Degree,High,Single,Associate,0,Central,Male
20,High School,Medium,Single,Student,0,West,Female
65,Master's Degree,Low,Married,Senior Manager,2,North,Male
26,Bachelor's Degree,Low,Single,Associate,0,West,Female
31,Bachelor's Degree,High,Married,Associate,0,West,Female
30,Bachelor's Degree,High,Married,Associate,0,Central,Male
24,Some College,High,Single,Entry Level,0,East,Female
32,Bachelor's Degree,Medium,Single,Manager,0,East,Male
24,Some College,Low,Single,Entry Level,0,West,Female
55,Bachelor's Degree,Low,Married,Associate,3,West,Female
51,Bachelor's Degree,Low,Divorced,Associate,0,North,Male
58,Bachelor's Degree,High,Married,Associate,0,South,Female
39,Bachelor's Degree,Low,Single,Associate,2,West,Female
41,Bachelor's Degree,High,Divorced,Associate,2,West,Female
66,Master's Degree,Low,Married,Senior Manager,0,East,Female
54,Bachelor's Degree,Medium,Single,Manager,3,South,Female
61,Master's Degree,High,Married,Senior Manager,2,North,Female
18,High School,High,Single,Student,0,West,Female
27,Bachelor's Degree,High,Married,Associate,0,East,Female
60,Master's Degree,Low,Single,Senior Manager,1,Central,Male
33,Bachelor's Degree,High,Married,Associate,1,Central,Male
63,Master's Degree,Low,Married,Senior Manager,0,South,Male
25,Bachelor's Degree,High,Single,Associate,0,North,Female
66,Master's Degree,Low,Married,Senior Manager,2,East,Male
42,Bachelor's Degree,Medium,Single,Manager,0,Central,Female
67,Master's Degree,High,Divorced,Senior Manager,2,Central,Female
29,Bachelor's Degree,Low,Single,Associate,0,West,Male
42,Bachelor's Degree,Medium,Married,Manager,3,North,Female
34,Bachelor's Degree,Low,Married,Associate,2,Central,Female
43,Bachelor's Degree,High,Married,Associate,0,North,Female
63,Bachelor's Degree,High,Married,Associate,2,Central,Female
65,Bachelor's Degree,High,Married,Associate,3,Central,Female
31,Bachelor's Degree,Medium,Married,Manager,0,Central,Female
58,Bachelor's Degree,High,Married,Associate,0,South,Male
53,Master's Degree,Low,Single,Senior Manager,0,North,Female
40,Bachelor's Degree,Low,Divorced,Associate,0,South,Male
60,Bachelor's Degree,Medium,Divorced,Manager,1,East,Female
23,Some College,Medium,Single,Entry Level,0,East,Female
64,Bachelor's Degree,Medium,Divorced,Manager,3,West,Male
22,Some College,Low,Single,Entry Level,0,West,Female
60,Bachelor's Degree,High,Married,Associate,2,South,Male
42,Master's Degree,Low,Married,Senior Manager,0,West,Male
35,Bachelor's Degree,High,Married,Associate,1,North,Female
30,Bachelor's Degree,High,Married,Associate,2,South,Male
60,Bachelor's Degree,Medium,Married,Manager,1,South,Male
31,Bachelor's Degree,Low,Single,Associate,0,South,Female
45,Bachelor's Degree,Low,Married,Associate,0,Central,Male
35,Bachelor's Degree,Low,Married,Associate,3,South,Female
45,Bachelor's Degree,Medium,Divorced,Manager,1,West,Female
68,Bachelor's Degree,Medium,Divorced,Manager,1,Central,Female
44,Master's Degree,High,Married,Senior Manager,1,East,Female
49,Bachelor's Degree,High,Married,Associate,1,Central,Male
64,Bachelor's Degree,High,Single,Associate,2,Central,Male
26,Bachelor's Degree,High,Married,Associate,0,West,Male
57,Bachelor's Degree,High,Married,Associate,1,West,Female
49,Bachelor's Degree,Medium,Single,Manager,0,East,Female
37,Bachelor's Degree,High,Married,Associate,1,South,Female
45,Bachelor's Degree,Low,Married,Associate,3,West,Female
50,Master's Degree,High,Married,Senior Manager,0,South,Male
21,High School,High,Single,Student,0,West,Female
63,Bachelor's Degree,High,Married,Associate,3,West,Male
51,Bachelor's Degree,High,Married,Associate,0,Central,Female
65,Master's Degree,High,Single,Senior Manager,0,Central,Female
20,High School,High,Single,Student,0,Central,Female
43,Master's Degree,High,Single,Senior Manager,0,West,Female
25,Bachelor's Degree,Low,Single,Associate,0,South,Male
23,Some College,Medium,Single,Entry Level,0,West,Male
33,Bachelor's Degree,Medium,Single,Manager,0,West,Female
41,Bachelor's Degree,High,Married,Associate,3,Central,Male
65,Bachelor's Degree,High,Single,Associate,1,South,Female
56,Master's Degree,High,Single,Senior Manager,1,West,Female
47,Bachelor's Degree,Medium,Divorced,Manager,0,South,Male
62,Bachelor's Degree,Medium,Divorced,Manager,1,West,Male
30,Bachelor's Degree,High,Married,Associate,1,North,Female
22,Some College,Medium,Single,Entry Level,0,East,Female
42,Bachelor's Degree,Medium,Married,Manager,1,West,Female
37,Bachelor's Degree,Low,Married,Associate,0,South,Female
35,Bachelor's Degree,High,Married,Associate,0,Central,Female
64,Master's Degree,Low,Married,Senior Manager,2,East,Male
35,Bachelor's Degree,High,Married,Associate,1,East,Male
19,High School,Low,Single,Student,0,North,Female
27,Bachelor's Degree,Low,Single,Associate,0,North,Male
62,Bachelor's Degree,High,Married,Associate,1,West,Female
67,Bachelor's Degree,High,Single,Associate,0,East,Male
64,Master's Degree,High,Divorced,Senior Manager,1,South,Female
29,Bachelor's Degree,Medium,Single,Manager,0,Central,Male
64,Bachelor's Degree,Medium,Single,Manager,1,East,Male
30,Bachelor's Degree,Medium,Married,Manager,2,Central,Male
67,Bachelor's Degree,High,Married,Associate,1,West,Female
64,Bachelor's Degree,Medium,Divorced,Manager,2,North,Female
28,Bachelor's Degree,Low,Married,Associate,2,North,Male
36,Bachelor's Degree,Low,Married,Associate,1,Central,Male
52,Master's Degree,High,Married,Senior Manager,0,South,Male
56,Master's Degree,High,Married,Senior Manager,0,South,Male
43,Bachelor's Degree,High,Single,Associate,3,West,Male
63,Bachelor's Degree,Medium,Married,Manager,1,West,Male
31,Bachelor's Degree,High,Married,Associate,0,South,Male
62,Bachelor's Degree,High,Married,Associate,1,West,Female
61,Bachelor's Degree,Medium,Divorced,Manager,3,Central,Female
41,Bachelor's Degree,Medium,Single,Manager,0,Central,Male
58,Bachelor's Degree,Medium,Married,Manager,1,East,Female
18,High School,High,Single,Student,0,North,Male
68,Master's Degree,High,Married,Senior Manager,0,South,Female
60,Master's Degree,High,Married,Senior Manager,1,Central,Male
39,Bachelor's Degree,High,Married,Associate,2,East,Female
40,Bachelor's Degree,Medium,Divorced,Manager,1,South,Female
36,Bachelor's Degree,High,Married,Associate,3,East,Male
35,Bachelor's Degree,High,Single,Associate,1,South,Female
29,Bachelor's Degree,High,Married,Associate,2,West,Male
45,Bachelor's Degree,High,Married,Associate,1,North,Female
45,Bachelor's Degree,High,Divorced,Associate,0,South,Female
50,Bachelor's Degree,High,Married,Associate,0,Central,Female
36,Bachelor's Degree,High,Single,Associate,0,West,Male
45,Bachelor's Degree,Medium,Married,Manager,2,East,Male
69,Master's Degree,High,Single,Senior Manager,0,South,Female
66,Bachelor's Degree,Medium,Divorced,Manager,2,West,Male
54,Bachelor's Degree,High,Divorced,Associate,1,South,Male
43,Bachelor's Degree,Medium,Married,Manager,0,West,Female
52,Bachelor's Degree,Medium,Divorced,Manager,2,East,Female
51,Master's Degree,Low,Married,Senior Manager,0,South,Male
52,Master's Degree,Low,Divorced,Senior Manager,1,Central,Female
57,Bachelor's Degree,Medium,Married,Manager,2,East,Male
33,Bachelor's Degree,High,Married,Associate,1,West,Female
55,Master's Degree,High,Single,Senior Manager,2,Central,Male
30,Bachelor's Degree,Low,Single,Associate,0,South,Female
40,Bachelor's Degree,Medium,Single,Manager,1,Central,Male
39,Bachelor's Degree,Medium,Married,Manager,1,East,Female
33,Bachelor's Degree,Medium,Married,Manager,0,South,Male
45,Bachelor's Degree,High,Married,Associate,3,South,Male
65,Bachelor's Degree,High,Married,Associate,3,Central,Male
52,Bachelor's Degree,Medium,Married,Manager,0,South,Female
62,Bachelor's Degree,High,Divorced,Associate,3,East,Female
63,Bachelor's Degree,Medium,Married,Manager,3,Central,Male
25,Bachelor's Degree,Medium,Married,Manager,1,North,Female
61,Bachelor's Degree,High,Single,Associate,1,Central,Female
39,Bachelor's Degree,Low,Single,Associate,1,North,Male
38,Bachelor's Degree,High,Single,Associate,3,South,Male
43,Master's Degree,Low,Single,Senior Manager,0,North,Female
57,Bachelor's Degree,High,Married,Associate,2,West,Male
38,Bachelor's Degree,Low,Married,Associate,0,West,Male
42,Bachelor's Degree,Low,Married,Associate,1,Central,Male
58,Bachelor's Degree,Low,Married,Associate,0,West,Female
18,High School,High,Single,Student,0,West,Female
23,Some College,Low,Single,Entry Level,0,North,Female
40,Bachelor's Degree,High,Divorced,Associate,3,South,Female
68,Master's Degree,High,Single,Senior Manager,0,North,Male
40,Bachelor's Degree,Medium,Single,Manager,2,Central,Male
60,Master's Degree,Low,Married,Senior Manager,1,Central,Female
60,Bachelor's Degree,Low,Married,Associate,3,South,Male
40,Bachelor's Degree,Medium,Married,Manager,1,East,Male
49,Master's Degree,High,Married,Senior Manager,3,East,Female
47,Master's Degree,Low,Divorced,Senior Manager,2,West,Female
30,Bachelor's Degree,Medium,Married,Manager,1,North,Female
60,Bachelor's Degree,Low,Single,Associate,3,South,Female
35,Bachelor's Degree,Medium,Married,Manager,0,West,Male
40,Bachelor's Degree,Low,Divorced,Associate,1,Central,Male
32,Bachelor's Degree,Low,Married,Associate,1,Central,Female
50,Bachelor's Degree,High,Married,Associate,0,South,Female
38,Bachelor's Degree,Low,Single,Associate,3,East,Female
56,Bachelor's Degree,High,Married,Associate,1,Central,Female
40,Bachelor's Degree,High,Single,Associate,2,West,Male
44,Bachelor's Degree,Medium,Married,Manager,3,Central,Female
62,Master's Degree,Low,Divorced,Senior Manager,3,East,Female
61,Bachelor's Degree,High,Divorced,Associate,1,South,Female
35,Bachelor's Degree,High,Single,Associate,0,West,Male
41,Bachelor's Degree,Medium,Married,Manager,2,East,Male
68,Bachelor's Degree,High,Married,Associate,2,South,Female
64,Master's Degree,Low,Married,Senior Manager,0,Central,Male
57,Master's Degree,Low,Married,Senior Manager,0,Central,Male
68,Bachelor's Degree,High,Married,Associate,0,West,Female
59,Bachelor's Degree,Low,Married,Associate,3,Central,Male
24,Some College,Low,Single,Entry Level,0,East,Female
67,Master's Degree,Low,Married,Senior Manager,0,South,Male
65,Bachelor's Degree,High,Married,Associate,0,North,Female
37,Bachelor's Degree,High,Single,Associate,2,North,Male
44,Master's Degree,High,Married,Senior Manager,1,South,Male
23,Some College,Medium,Single,Entry Level,0,South,Male
44,Bachelor's Degree,Low,Divorced,Associate,0,West,Female
26,Bachelor's Degree,Low,Married,Associate,0,North,Female
62,Bachelor's Degree,Medium,Married,Manager,1,East,Male
48,Master's Degree,Low,Married,Senior Manager,3,East,Male
38,Bachelor's Degree,High,Single,Associate,1,Central,Male
43,Bachelor's Degree,High,Married,Associate,0,North,Male
57,Bachelor's Degree,Low,Married,Associate,3,West,Female
65,Bachelor's Degree,High,Married,Associate,1,North,Male
62,Bachelor's Degree,High,Single,Associate,0,North,Female
30,Bachelor's Degree,High,Married,Associate,1,Central,Female
66,Master's Degree,High,Married,Senior Manager,3,West,Male
40,Bachelor's Degree,High,Divorced,Associate,2,West,Male
37,Bachelor's Degree,Low,Married,Associate,1,North,Female
54,Master's Degree,High,Married,Senior Manager,0,Central,Male
45,Master's Degree,Low,Married,Senior Manager,3,North,Female
34,Bachelor's Degree,Medium,Married,Manager,0,South,Female
45,Bachelor's Degree,Medium,Married,Manager,2,West,Male
58,Bachelor's Degree,Low,Married,Associate,0,East,Male
19,High School,Low,Single,Student,0,North,Male
42,Master's Degree,Low,Single,Senior Manager,1,North,Female
67,Master's Degree,Low,Married,Senior Manager,3,West,Male
58,Bachelor's Degree,Medium,Divorced,Manager,2,East,Male
23,Some College,Medium,Single,Entry Level,0,South,Male
28,Bachelor's Degree,Low,Married,Associate,0,South,Female
55,Master's Degree,Low,Divorced,Senior Manager,2,East,Female
23,Some College,High,Single,Entry Level,0,South,Female
62,Master's Degree,Low,Married,Senior Manager,1,South,Female
28,Bachelor's Degree,Medium,Single,Manager,0,Central,Male
31,Bachelor's Degree,High,Single,Associate,0,West,Male
19,High School,Low,Single,Student,0,South,Male
57,Bachelor's Degree,Medium,Married,Manager,3,East,Male
20,High School,High,Single,Student,0,Central,Male
52,Bachelor's Degree,High,Divorced,Associate,0,North,Female
50,Bachelor's Degree,High,Married,Associate,1,West,Male
41,Master's Degree,Low,Married,Senior Manager,2,Central,Male
36,Bachelor's Degree,High,Single,Associate,2,South,Male
35,Bachelor's Degree,High,Married,Associate,1,South,Female
66,Master's Degree,Low,Single,Senior Manager,0,East,Male
69,Master's Degree,Low,Married,Senior Manager,1,North,Male
41,Bachelor's Degree,High,Single,Associate,0,East,Female
62,Master's Degree,High,Divorced,Senior Manager,0,South,Female
52,Master's Degree,Low,Married,Senior Manager,3,North,Female
18,High School,Low,Single,Student,0,South,Male
53,Bachelor's Degree,Low,Married,Associate,1,East,Male
42,Bachelor's Degree,High,Married,Associate,1,West,Male
62,Master's Degree,Low,Single,Senior Manager,2,East,Male
66,Bachelor's Degree,Medium,Married,Manager,1,Central,Female
60,Bachelor's Degree,High,Married,Associate,1,West,Male
51,Bachelor's Degree,Medium,Married,Manager,2,West,Female
42,Bachelor's Degree,High,Married,Associate,1,West,Male
33,Bachelor's Degree,Medium,Married,Manager,2,East,Male
51,Bachelor's Degree,Medium,Single,Manager,1,West,Male
46,Bachelor's Degree,Medium,Married,Manager,0,North,Female
36,Bachelor's Degree,High,Married,Associate,0,Central,Male
40,Bachelor's Degree,Medium,Married,Manager,3,East,Female
36,Bachelor's Degree,High,Married,Associate,3,East,Male
42,Master's Degree,High,Married,Senior Manager,0,East,Male
33,Bachelor's Degree,Medium,Married,Manager,2,North,Female
68,Bachelor's Degree,Medium,Married,Manager,3,South,Female
26,Bachelor's Degree,Medium,Single,Manager,0,North,Female
18,High School,High,Single,Student,0,South,Female
59,Bachelor's Degree,High,Married,Associate,2,West,Male
36,Bachelor's Degree,High,Single,Associate,2,North,Male
50,Bachelor's Degree,High,Married,Associate,0,West,Male
51,Master's Degree,High,Single,Senior Manager,0,West,Male
33,Bachelor's Degree,Medium,Married,Manager,0,East,Male
61,Master's Degree,High,Married,Senior Manager,1,West,Male
57,Bachelor's Degree,Low,Single,Associate,2,West,Male
35,Bachelor's Degree,Low,Married,Associate,3,West,Male
51,Master's Degree,Low,Divorced,Senior Manager,1,North,Male
42,Bachelor's Degree,Medium,Single,Manager,1,Central,Male
62,Bachelor's Degree,Medium,Married,Manager,0,West,Female
23,Some College,High,Single,Entry Level,0,Central,Female
38,Bachelor's Degree,Medium,Married,Manager,3,West,Female
23,Some College,Low,Single,Entry Level,0,Central,Female
49,Bachelor's Degree,High,Divorced,Associate,3,North,Female
58,Bachelor's Degree,High,Married,Associate,0,East,Female
65,Bachelor's Degree,Medium,Married,Manager,1,South,Male
60,Bachelor's Degree,Medium,Single,Manager,1,Central,Female
56,Master's Degree,Low,Married,Senior Manager,1,Central,Male
48,Master's Degree,Low,Married,Senior Manager,2,West,Female
59,Bachelor's Degree,Medium,Married,Manager,1,West,Male
27,Bachelor's Degree,Medium,Married,Manager,0,South,Male
47,Bachelor's Degree,High,Married,Associate,0,Central,Male
69,Bachelor's Degree,Medium,Single,Manager,0,West,Male
35,Bachelor's Degree,Low,Married,Associate,2,East,Male
41,Master's Degree,Low,Single,Senior Manager,1,West,Male
69,Master's Degree,High,Divorced,Senior Manager,3,West,Female
26,Bachelor's Degree,High,Married,Associate,2,West,Female
48,Bachelor's Degree,High,Single,Associate,0,North,Female
32,Bachelor's Degree,High,Married,Associate,1,Central,Female
21,High School,High,Single,Student,0,Central,Female
57,Master's Degree,Low,Married,Senior Manager,3,East,Female
26,Bachelor's Degree,High,Married,Associate,1,East,Male
62,Bachelor's Degree,Medium,Married,Manager,1,East,Female
26,Bachelor's Degree,High,Married,Associate,0,West,Male
43,Master's Degree,Low,Single,Senior Manager,1,West,Female
21,High School,High,Single,Student,0,East,Male
34,Bachelor's Degree,Medium,Married,Manager,0,Central,Female
33,Bachelor's Degree,High,Single,Associate,0,South,Male
32,Bachelor's Degree,High,Married,Associate,2,Central,Female
52,Master's Degree,High,Married,Senior Manager,0,West,Male
69,Master's Degree,Low,Divorced,Senior Manager,0,East,Female
22,Some College,Low,Single,Entry Level,0,North,Male
22,Some College,High,Single,Entry Level,0,East,Female
37,Bachelor's Degree,Low,Single,Associate,2,West,Male
32,Bachelor's Degree,High,Single,Associate,0,South,Male
35,Bachelor's Degree,Medium,Single,Manager,2,East,Female
64,Bachelor's Degree,Medium,Single,Manager,2,Central,Female
19,High School,High,Single,Student,0,West,Male
46,Master's Degree,Low,Married,Senior Manager,0,North,Female
30,Bachelor's Degree,High,Married,Associate,0,West,Male
21,High School,Low,Single,Student,0,East,Male
59,Bachelor's Degree,Medium,Single,Manager,1,North,Female
62,Bachelor's Degree,Medium,Married,Manager,0,Central,Female
27,Bachelor's Degree,Medium,Single,Manager,0,East,Female
48,Bachelor's Degree,Medium,Divorced,Manager,1,West,Female
58,Bachelor's Degree,Medium,Married,Manager,2,Central,Female
25,Bachelor's Degree,Medium,Married,Manager,0,South,Male
20,High School,Medium,Single,Student,0,South,Male
65,Bachelor's Degree,High,Married,Associate,3,South,Male
63,Master's Degree,Low,Single,Senior Manager,1,Central,Male
26,Bachelor's Degree,Medium,Married,Manager,0,South,Male
47,Master's Degree,High,Married,Senior Manager,0,North,Female
28,Bachelor's Degree,Medium,Married,Manager,0,Central,Male
52,Master's Degree,High,Married,Senior Manager,0,North,Male
54,Bachelor's Degree,High,Single,Associate,1,East,Male
59,Master's Degree,High,Single,Senior Manager,3,South,Male
30,Bachelor's Degree,Low,Married,Associate,1,West,Female
53,Master's Degree,Low,Divorced,Senior Manager,1,North,Male
30,Bachelor's Degree,Low,Married,Associate,1,South,Female
29,Bachelor's Degree,Low,Single,Associate,0,South,Male
54,Bachelor's Degree,Medium,Divorced,Manager,3,East,Male
27,Bachelor's Degree,High,Married,Associate,1,North,Male
26,Bachelor's Degree,High,Married,Associate,1,West,Female
69,Bachelor's Degree,Medium,Married,Manager,0,North,Male
24,Some College,Low,Single,Entry Level,0,West,Female
19,High School,High,Single,Student,0,North,Female
40,Bachelor's Degree,High,Married,Associate,0,Central,Male
56,Bachelor's Degree,Medium,Married,Manager,0,South,Male
57,Bachelor's Degree,Medium,Single,Manager,2,East,Male
56,Master's Degree,Low,Married,Senior Manager,0,Central,Female
38,Bachelor's Degree,High,Single,Associate,1,North,Female
40,Bachelor's Degree,Low,Married,Associate,1,Central,Male
46,Bachelor's Degree,Medium,Married,Manager,2,East,Female
31,Bachelor's Degree,Low,Single,Associate,0,West,Female
43,Bachelor's Degree,High,Married,Associate,0,Central,Male
68,Bachelor's Degree,Low,Married,Associate,3,North,Male
22,Some College,Low,Single,Entry Level,0,North,Male
48,Master's Degree,High,Married,Senior Manager,2,South,Male
42,Master's Degree,Low,Married,Senior Manager,2,Central,Male
48,Master's Degree,Low,Married,Senior Manager,0,West,Female
67,Bachelor's Degree,High,Single,Associate,0,North,Female
37,Bachelor's Degree,High,Married,Associate,2,South,Male
61,Bachelor's Degree,Medium,Single,Manager,0,Central,Female
34,Bachelor's Degree,Medium,Single,Manager,0,East,Male
62,Master's Degree,High,Married,Senior Manager,3,Central,Female
19,High School,Low,Single,Student,0,South,Female
42,Master's Degree,Low,Married,Senior Manager,2,North,Female
30,Bachelor's Degree,High,Single,Associate,0,East,Female
56,Bachelor's Degree,High,Single,Associate,0,North,Male
45,Bachelor's Degree,High,Married,Associate,2,West,Female
59,Bachelor's Degree,Medium,Married,Manager,3,South,Female
23,Some College,High,Single,Entry Level,0,Central,Male
20,High School,High,Single,Student,0,West,Female
52,Master's Degree,Low,Married,Senior Manager,3,West,Female
35,Bachelor's Degree,Low,Married,Associate,1,East,Female
28,Bachelor's Degree,Medium,Married,Manager,0,East,Female
37,Bachelor's Degree,High,Single,Associate,2,West,Male
22,Some College,Low,Single,Entry Level,0,North,Female
36,Bachelor's Degree,Medium,Married,Manager,3,South,Female
39,Bachelor's Degree,High,Single,Associate,2,West,Female
36,Bachelor's Degree,High,Single,Associate,1,Central,Male
